ID;Strassenname;PLZ;Region
2611;An der Stauferklinik 1;73557;Mutlangen
2612;Obertürkheimer Str. 82;73733;Esslingen-Mettingen
2613;Maierhofstr. 28;73547;Lorch
2614;Hohenstaufenstr. 37;73547;Lorch
2615;Wilhelmstr. 50;73433;Aalen-Wasseralfingen
2616;Dr.Rudolf-Schieber-Str. 54;73463;Westhausen
2617;Vaihinger Str. 115;70567;Stuttgart-Möhringen
2618;Stuttgarter Str. 106;75365;Calw
2619;Leonberger Str. 25;71063;Sindelfingen
2620;Fridolin-Stiegler-Str. 13;77815;Bühl
2621;Schwerzerallee 24;73525;Schwäbisch Gmünd
2622;Benzholzstr. 12;73525;Schwäbisch Gmünd
2623;Stauffenbergstr. 29;73730;Esslingen
2624;Heigelinstr. 4;70567;Stuttgart-Fasanenhof
2625;Edith-Stein-Str. 5;73760;Ostfildern-Scharnhauser Park
2626;Carl-Zeiss-Str. 85;73431;Aalen
2627;Maybachstr. 10;70771;Leinfelden-Echterdingen
2628;Stuttgarter Str. 68;71032;Böblingen
2629;Kieswiesen 16;73776;Altbach
2630;Friedrichstr. 4;73540;Heubach
2631;Ulmer Str. 150;73431;Aalen
2632;Heilbronner Str. 2;70771;Leinfelden-Echterdingen
2633;Almenweg 13;73550;Waldstetten
2634;Albstr. 2;73770;Denkendorf
2635;Rudolf-Diesel-Str. 5/1;71032;Böblingen
2636;Kronenstr. 6;73207;Plochingen
2637;Ulmer Str. 41;73262;Reichenbach
2638;Hauptstr. 14;73098;Rechberghausen
2639;Stuttgarter Str. 115;73061;Ebersbach
2640;Am Glockenloch 3;77866;Rheinau-Freistett
2641;Bühlallee 2;71139;Ehningen
2642;Neue Nördlinger Str. 29;73441;Bopfingen
2643;Gottlieb-Wolfer-Str. 15;73249;Wernau
2644;Nürtinger Str. 87;70794;Filderstadt-Bernhausen
2645;Höfer Äcker 3;70771;Leinfelden-Echterdingen
2646;Bahnhofstr. 16;73066;Uhingen
2647;Stuttgarter Str. 130;73035;Göppingen-Faurndau
2648;Calwer Str. 55;72218;Wildberg
2649;Olgastr. 2;71088;Holzgerlingen
2650;Heinrich-Hertz-Str. 27;70794;Filderstadt-Plattenhardt
2651;Ferdinand-Porsche-Str. 20;71154;Nufringen
2652;Großeislinger Str. 2;73037;Göppingen-Stadtgebiet
2653;Taläckerstr. 2;73240;Wendlingen
2654;Fautenbacher Str. 9A;77855;Achern
2655;Bahnhofstr. 22;71111;Waldenbuch
2656;Salacher Str. 42;73054;Eislingen
2657;Stuttgarter Str. 134;73230;Kirchheim/ Teck
2658;Austr. 31;73084;Salach
2659;Oberensinger Str. 11;72622;Nürtingen
2660;Jesinger Str. 88;73230;Kirchheim/ Teck
2661;Poststr. 62;73072;Donzdorf
2662;Binzigstr. 26;77876;Kappelrodeck
2663;Bahnhofstr. 44;72213;Altensteig
2664;Zementwerk 9;72622;Nürtingen
2665;Göppinger Str. 12;73087;Bad Boll
2666;Vogesenstr. 4;77871;Renchen
2667;Karlstr. 5;72654;Neckartenzlingen
2668;Baumgartenstr. 3;73235;Weilheim
2669;Calwer Str. 42;72202;Nagold
2670;Im Gewerbepark 18/20;73329;Kuchen
2671;Altensteiger Str. 33;72202;Nagold
2672;Königsberger Str. 20;77694;Kehl
2673;Austr. 2;72658;Bempflingen
2674;Mötzinger Str. 27;71126;Gäufelden
2675;In den Gernäckern 16;72636;Frickenhausen
2676;Dieselstr. 9;72285;Pfalzgrafenweiler
2677;Bahnhofstr. 94;73312;Geislingen an der Steige
2678;Hammermatt 2;77704;Oberkirch
2679;Boschstr. 3;77694;Kehl-Sundheim
2680;Nagolder Str. 35;72119;Ammerbuch-Pfäffingen
2681;Neuwiesenstr. 8;73312;Geislingen/ Steige
2682;Saarstr. 11;72270;Baiersbronn
2683;Max-Eyth-Str. 23;72555;Metzingen
2684;Heerstr. 10;72555;Metzingen
2685;Schweickhardtstr. 11;72072;Tübingen
2686;Drackensteiner Str. 125;73342;Bad Dietzenbach-Gosbach
2687;Mercedesstr. 1;72108;Rottenburg-Ergenzingen
2688;Römerstr. 90;77694;Kehl-Goldscheuer
2689;Storlachstr. 31;72760;Reutlingen-Storlach
2690;Wannweiler Str. 23;72770;Reutlingen-Betzingen
2691;Hochgerichtstr. 10;72280;Dornstetten
2692;Emil-Adolff-Str. 15;72760;Reutlingen-Nordstadt
2693;Graf-Bentzel-Str. 20;72108;Rottenburg
2694;Englerstr. 6-8;77652;Offenburg
2695;Wittlensweiler Str. 6;72250;Freudenstadt
2696;Freiburger Str. 14;77652;Offenburg
2697;Daimlerstr. 27;72793;Pfullingen
2698;Pfullinger Str. 2;72800;Eningen
2699;Seilerweg 20;72574;Bad Urach
2700;Nehrener Str. 2;72810;Gomaringen
2701;Siemensstr. 5;72805;Lichtenstein
2702;Ofterdinger Str. 5;72116;Mössingen
2703;Robert-Bosch-Str. 23/1;72186;Empfingen
2704;Allmend 3;77723;Gengenbach
2705;Stuttgarter Str. 11;72172;Sulz
2706;Hauptstr. 104;72525;Münsingen
2707;Haigerlocher Str. 38;72379;Hechingen
2708;Owinger Str. 9;72401;Haigerloch
2709;Freudenstädter Str. 78;72275;Alpirsbach
2710;Stettener Halde 13;72379;Hechingen
2711;Offenburger Str. 24;77933;Lahr-Dinglingen
2712;Geroldsecker Vorstadt 2;77933;Lahr
2713;Heidelberger Str. 63;72406;Bisingen
2714;Neckarstr. 19;78727;Oberndorf/ Neckar
2715;Oberholzstr. 1;72351;Geislingen
2716;In den Brachfeldern 3;77756;Hausach
2717;Jahnstr. 5;72393;Burladingen
2718;Bahnhofstr. 34;72336;Balingen
2719;Goethestr. 64;72461;Albstadt-Tailfingen
2720;Am Bahndamm 1A;77955;Ettenheim
2721;Schiltachstr. 60;78713;Schramberg
2722;Robert-Koch-Str. 1;72359;Dotternhausen
2723;Tullastr. 1;77977;Rust
2724;Sigmaringer Str. 44;72501;Gammertingen
2725;Theodor-Groz-Straße 74;72458;Albstadt-Ebingen
2726;Theodor-Groz-Str. 74;72458;Albstadt-Ebingen
2727;Steinhäuslebühl 14;78658;Zimmern/ Rottweil
2728;Im Grund 4;72469;Meßstetten
2729;Stadionstr. 10;78628;Rottweil
2730;Klostermattenstr. 1;79341;Kenzingen
2731;Gosheimer Str. 56-64;78564;Wehingen
2732;Nußbacher Str. 2;78098;Triberg
2733;Im Brudermoos 2;78112;St.Georgen
2734;Elsässer Str. 1;79346;Endingen
2735;Emmendinger Str. 14;79331;Teningen
2736;Kollmarsreuter Str. 55/1;79312;Emmendingen
2737;Christian-Messner-Str. 8;78647;Trossingen
2738;Mauermattenstr. 3;79183;Waldkirch
2739;Berliner Str. 2;78048;Villingen-Schwenningen
2740;Hauptstr. 29;78549;Spaichingen
2741;Am Krebsgraben 2;78048;Villingen-Schwenningen
2742;Beim Enggäßle 1;78050;Villingen-Schwenningen
2743;Schützenstr. 42;78056;Villingen-Schwenningen
2744;In der Au 4;72488;Sigmaringen
2745;Villinger Str. 149;78054;Villingen-Schwenningen
2746;Altstadtstr. 11;78048;Villingen-Schwenningen
2747;Kronenstr. 30;79211;Denzlingen
2748;Joseph-Koepfer-Str. 2;78120;Furtwangen
2749;Carl-Friedrich-Benz-Str. 7/9;78073;Bad Dürrheim
2750;Zum Kaiserstuhl 2;79206;Breisach
2751;Habsburger Str. 19;79104;Freiburg-Herdern
2752;Ludwigstaler Str. 56;78532;Tuttlingen
2753;Elsässer Str. 17;79110;Freiburg-Mooswald
2754;Mülhauserstr. Str. 12;79110;Freiburg - Mooswald
2755;Geschwister-Scholl-Platz 5;79111;Freiburg-Rieselfeld
2756;Stockacher Str. 118;78532;Tuttlingen
2757;Carl-Kistner-Str. 2;79115;Freiburg-Haslach
2758;Konrad-Goldmann-Str. 3;79100;Freiburg-Wiehre
2759;Villinger Str. 21;78166;Donaueschingen
2760;Lindenpark 2;78183;Hüfingen
2761;Am Freizeitzentrum 1;78194;Immendingen
2762;Stettenwinkel 2;78183;Hüfingen
2763;Donaueschinger Str. 4;79822;Titisee-Neustadt
2764;Freiburger Str. 27;79189;Bad Krozingen
2765;Studerstr. 2;79843;Löffingen
2766;Ignaz-Gfell-Platz 3;79868;Feldberg-Bärental
2767;Hegaustr. 3;78234;Engen
2768;Stadtwall 19;78333;Stockach
2769;Tevesstr. 1B;78176;Blumberg
2770;Rothausstr. 8;79848;Bonndorf
2771;Max-Schweinlin-Str. 5;79395;Neuenburg
2772;Unterer Brühl 7;79379;Müllheim
2773;Friedhofstr. 3;79837;St.Blasien
2774;Maggistr. 20;78224;Singen
2775;Lippenwiesen 11;78315;Radolfzell
2776;Stockenweg 4;78244;Gottmadingen-Bietingen
2777;Hauptstr. 5;78244;Gottmadingen
2778;Im Rheinauer 7;78262;Gailingen/ Hochrhein
2779;Radolfzeller Str. 19;78467;Konstanz-Wollmatingen
2780;Max-Stromeyer-Str. 15;78467;Konstanz
2781;Höristr. 3A;78337;Öhningen
2782;Industriestr. 36;79807;Lottstetten
2783;Riedstr. 11;79787;Lauchringen
2784;Hebelstr. 2;79761;Waldshut-Tiengen
2785;Auf der Gänsmatt 20;79650;Schopfheim
2786;Robert-Gerwig-Str. 9;79761;Waldshut-Tiengen
2787;Im Schlöttle 1;79588;Efringen-Kirchen
2788;Gewerbestr. 8;79585;Steinen-Höllstein
2789;Hauptstr. 22;79790;Küssaberg-Kadelburg
2790;Tumringer Str. 290;79539;Lörrach
2791;Weiler Str. 26;79540;Lörrach
2792;Im Kränzliacker 6;79576;Weil am Rhein-Haltingen
2793;Laufenpark 6;79725;Laufenburg
2794;Industriestr. 4;79664;Wehr/ Baden
2795;Güterstr. 16;79618;Rheinfelden
2796;Markgrafenstr. 61;79639;Grenzach-Wyhlen
2797;Am Sauereck 1;86732;Oettingen
2798;Augsburger Str. 65;86720;Nördlingen
2799;Bahnhofstr. 46;86650;Wemding
2800;Im Hart 10;89558;Böhmenkirch
2801;Königsbronner Str. 30;89555;Steinheim am Albuch
2802;In den Seewiesen 66;89520;Heidenheim
2803;Daimlerstr. 4;89564;Nattheim
2804;Am Sägwerk 7;89518;Heidenheim
2805;Weißenburger Str. 43;85072;Eichstätt
2806;Zeppelinweg 1;89542;Herbrechtingen
2807;Leipziger Str. 4;89537;Giengen/ Brenz
2808;Artur-Proeller-Str. 2;86609;Donauwörth
2809;Geislinger Str. 57;89150;Laichingen
2810;Dillinger Str. 54;89420;Höchstädt
2811;Neuhofweg 5;86641;Rain/ Lech
2812;Werner-von-Siemens-Str. 1;89415;Lauingen
2813;Lauinger Str. 21;89423;Gundelfingen
2814;Kasernplatz 11;89407;Dillingen
2815;Benzstr. 25;89129;Langenau
2816;Lerchenbergstr. 18-20;89160;Dornstadt
2817;Xaver-Ernst-Siedlung 2;85080;Gaimersheim
2818;Nördliche Grünauer Str. 19;86633;Neuburg/ Donau
2819;Am Südpark 12;86633;Neuburg/ Donau
2820;Zementwerkstr. 3;89143;Blaubeuren
2821;Nersinger Str. 26;89275;Unterelchingen
2822;Haslacher Weg 24;89075;Ulm-Böfingen
2823;Max-Hilsenbeck-Str. 4;89134;Blaustein-Ehrenstein
2824;Ingolstädter Str. 104;85092;Kösching
2825;Industriestr. 2C;86637;Wertingen
2826;Permoserstr. 81;85057;Ingolstadt-Nordwest
2827;Wielandstr. 54;89073;Ulm-Oststadt
2828;Violastr. 11;89312;Günzburg
2829;Goethestr. 61;85057;Ingolstadt
2830;Goethestr. 61;85055;Ingolstadt-Nordost
2831;Wörthstr. 59;89077;Ulm-Weststadt
2832;Geschwister-Scholl-Str. 2;89312;Günzburg-Denzingen
2833;Im Starkfeld 59;89231;Neu-Ulm
2834;Wegenerstr. 5;89231;Neu-Ulm
2835;Elisabethstr. 15;85057;Ingolstadt
2836;Elisabethstr. 15;85051;Ingolstadt-Süd
2837;Eriagstr. 3;85053;Ingolstadt-Südost
2838;Siemensstr. 1-5;89331;Burgau
2839;Heinrich-Hammer-Str. 17;89155;Erbach
2840;Ingolstädter Str. 57;85077;Manching
2841;Ulrichstr. 24;86405;Meitingen-Herbertshofen
2842;Gewerbestr. 23;85088;Vohburg
2843;Pfaffenhofener Str. 40;89284;Pfaffenhofen
2844;Schrobenhausener Str. 54;86554;Pöttmes
2845;Münsinger Str. 33;89584;Ehingen
2846;Berliner Str. 30;89250;Senden
2847;Messerschmittstr. 3;89343;Jettingen-Scheppach
2848;Von-Hünefeld-Str. 1;89284;Pfaffenhofen
2849;Wertinger Str. 37;86441;Zusmarshausen
2850;Zeisstr. 2;89264;Weißenhorn
2851;Wackerstr. 1;85084;Reichertshofen
2852;Stöcklenstr. 20;89597;Munderkingen
2853;Im Moos 2;86477;Adelsried
2854;Industriestr. 35;89269;Vöhringen
2855;Nöttinger Str. 21;85290;Geisenfeld
2856;Bürgermeister-Götz-Str. 22;86529;Schrobenhausen
2857;Ehinger Str. 15;88471;Laupheim
2858;Senefelder Str. 14;86368;Gersthofen
2859;Augsburger Str. 68;86424;Dinkelscherben
2860;Lohwaldstr. 60;86356;Neusäß
2861;Altheimer Str. 4;88499;Riedlingen
2862;Leierndorfer Str. 34;84069;Schierling
2863;Auerstr. 57A;86156;Augsburg-Oberhausen
2864;Friedrich-Ebert-Str. 24;89257;Illertissen
2865;Neuburger Str. 227+229;86169;Augsburg
2866;Augsburger Str. 23;86551;Aichach
2867;Wankelstr. 12;86391;Stadtbergen
2868;Bgm-Raab-Str. 24;86470;Thannhausen
2869;Am Straßfeld 2;86420;Diedorf
2870;Alte Biberacher Str. 53;88433;Schemmerhofen
2871;Heinrich-von-Buz-Str. 4;86153;Augsburg-Innenstadt
2872;Pearl-S.-Buck-Str. 10;86157;Augsburg-Pfersee
2873;Bahnhofstr. 94;86381;Krumbach
2874;Donaustr. 6;86165;Augsburg-Lechhausen
2875;Reichenberger Str. 41;86161;Augsburg-Herrenbach
2876;Freisinger Str. 3;84048;Mainburg
2877;Strassacker 2;86850;Fischach
2878;Eichleitnerstr. 10;86199;Augsburg-Göggingen
2879;Radlhöfe 3;85276;Pfaffenhofen
2880;Augsburger Str. 8;86316;Friedberg
2881;Hubertus-Liebrecht-Str. 40;88400;Biberach-Aspach Süd
2882;Unterer Talweg 109;86179;Augsburg-Haunstetten
2883;Dammstr. 17;88512;Mengen
2884;Landshuter Str. 88;84056;Rottenburg
2885;Waldseer Str. 143;88400;Biberach
2886;Münchner Str. 14;86438;Kissing
2887;Guldenstr. 31 1/2;86343;Königsbrunn
2888;Stumpfenbacher Str. 49;85250;Altomünster
2889;Ziegeleistr. 13;86399;Bobingen
2890;Am Stachus 9;88605;Meßkirch
2891;Güterbahnhof 10;88416;Ochsenhausen
2892;Regensburger Str. 33;84061;Ergoldsbach
2893;Keplerstr. 17;88453;Erolzheim
2894;Holzgartenstr. 15;86415;Mering
2895;Platzstr. 20;88348;Bad Saulgau
2896;Aulendorfer Str. 75;88427;Bad Schussenried
2897;Rudolf-Diesel-Str. 9;85235;Odelzhausen
2898;Gewerbestr. 1;85229;Markt Indersdorf
2899;Kaufbeurer Str. 53;86830;Schwabmünchen
2900;Äußerer Mühlweg 14/1;88630;Pfullendorf
2901;Donauring 1;86836;Untermeitingen
2902;Regensburger Str. 50;84051;Essenbach
2903;Alte Kiesgrube 15;88326;Aulendorf
2904;Karwendelring 3;85354;Freising
2905;Kristallstr. 2;84032;Altdorf
2906;Goldhoferstr. 3;87700;Memmingen-Amendingen
2907;Industriestr. 14B;84030;Ergolding
2908;Oberndorfer Str. 34A;84032;Landshut
2909;Luitpoldpark 5;84100;Niederaichbach
2910;Schlachthofstr. 37;87700;Memmingen
2911;Rupprechtstr. 22;84034;Landshut
2912;Steinenberger Str. 1;88339;Bad Waldsee
2913;Stethaimer Str. 43;84034;Landshut
2914;Allgäuer Str. 21;87719;Mindelheim
2915;Degernpoint S3;85368;Moosburg
2916;Ritter-von-Schoch-Str. 20;84036;Landshut
2917;Clemensänger Ring 26;85356;Freising-Lerchenfeld
2918;Woringer Str. 7;87700;Memmingen
2919;Wörishofer Str. 28;86842;Türkheim
2920;Ludwig-Dill-Str. 69;85221;Dachau-West
2921;Maisacher Str. 61;82216;Maisach
2922;Hermann-Böcker-Str. 2;82140;Olching
2923;Kolpingstr. 10;86916;Kaufering
2924;Keplerstr. 4;85221;Dachau-Ost
2925;Maisacher Str. 122;82256;Fürstenfeldbruck
2926;Schulstr. 1;84036;Kumhausen
2927;Franz-Graf-Str. 7;88410;Bad Wurzach
2928;Dieselstr. 35;85386;Eching
2929;Landshuter Str. 19B;85716;Unterschleißheim
2930;Wettersteinring 7;85221;Dachau-Süd
2931;Kirchdorfer Str. 77;86825;Bad Wörishofen
2932;Aitrachstr. 6;84130;Dingolfing
2933;Kurt-Huber-Ring 17;82256;Fürstenfeldbruck
2934;Lechfeldstr. 122;86899;Landsberg/ Lech
2935;Münchener Str. 45;86807;Buchloe
2936;Röntgenstr. 1;84130;Dingolfing
2937;Nibelungenstr. 4;85757;Karlsfeld
2938;Sonnenstr. 13;85764;Oberschleißheim
2939;Am Penzinger Feld 5;86899;Landsberg/ Lech
2940;Olchinger Str. 62;82194;Gröbenzell
2941;Siemensstr. 2;82178;Puchheim
2942;Freisinger Landstr. 45;85748;Garching
2943;Georg-Reismüller-Str. 28;80999;München-Allach
2944;Ettishofer Str. 3;88250;Weingarten
2945;Oberriedweg 7;88662;Überlingen
2946;Rainfarnstr. 50;80933;München-Feldmoching
2947;Dachauer Str. 380;80993;München-Moosach
2948;Bergsonstr. 147;81245;München-Aubing
2949;Schützenstr. 82;88212;Ravensburg
2950;Anton-Huber-Str. 2;85435;Erding
2951;Ingolstädter Str. 170;80939;München-Freimann
2952;Pelkovenstr. 152;80992;München-Moosach
2953;Osterfeldstr. 39;85737;Ismaning
2954;Industriestr. 19;82110;Germering
2955;Menzinger Str. 85;80992;München-Obermenzing
2956;Frankfurter Ring 5;80807;München-Milbertshofen
2957;Heimburgstr. 9/15;81243;München-Pasing
2958;Brunhamstr. 18;81249;München-Aubing
2959;Landsberger Str. 16;82205;Gilching
2960;Hanauer Str. 2;80992;München-Moosach
2961;Knorrstr. 57;80807;München-Milbertshofen
2962;Paul-Gerhardt Allee;81241;München
2963;Paul-Gerhardt-Allee 34-36;81245;München-Obermenzing
2964;Bahnhofsarkaden 19;88299;Leutkirch
2965;Otto-Hahn-Str. 25;85435;Erding
2966;Bahnhofstr. 17B;88690;Uhldingen-Mühlhofen
2967;Landsberger Str. 380;80687;München-Laim
2968;Josefsthaler Str. 2;87600;Kaufbeuren-Neugablonz
2969;Wilhelm-Kemmelmeyer-Bogen 16;85774;Unterföhring
2970;Leopoldstr. 144;80804;München-Schwabing
2971;Mitterfeldallee 10;85774;Unterföhring
2972;Schleißheimer Str. 85-87;80797;München-Schwabing
2973;Frontenhausener Str. 92;84137;Vilsbiburg
2974;Nymphenburger Str. 81;80636;München-Neuhausen
2975;Dachauer Str. 92;80335;München-Maxvorstadt
2976;Dachauer Str. 92;80797;München
2977;Landshuter Str. 46;84416;Taufkirchen/ Vils
2978;Meersburger Str. 35;88094;Oberteuringen-Neuhaus
2979;Behringstr. 2B;82152;Planegg
2980;Luisenstr. 51-53;80333;München-Maxvorstadt
2981;Westendstr. 100;80339;München-Schwanthalerhöhe
2982;Hackerbrücke 4;80335;München-Ludwigvorstadt
2983;Tübinger Str. 5;80686;München-Sendling
2984;Elisenstr. 3;80335;München-Altstadt
2985;Türkheimer Str. 1;87600;Kaufbeuren
2986;Fürstenrieder Str. 220;81377;München-Hadern
2987;Schwanthaler Str. 31;80336;München-Ludwigvorstadt
2988;Freischützstr. 46;81927;München-Bogenhausen
2989;Schießstattweg 17;88677;Markdorf
2990;Albert-Roßhaupter-Str. 35-39;81369;München-Sendling
2991;Kronenstr. 15;88709;Meersburg
2992;Dreimühlenstr. 42;81371;München-Isarvorstadt
2993;Starnberger Str. 38;82131;Gauting
2994;Leuchtenbergring 20;81667;München
2995;Kirchenstr. 86;81675;München-Haidhausen
2996;Bahnhofstr. 2;87600;Kaufbeuren
2997;Orleansplatz 7;81667;München-Haidhausen
2998;Ohmstr. 5;85609;Aschheim-Dornach
2999;Weihenstephaner Str. 32;81673;München-Berg am Laim
3000;Fraunhoferstr. 2;85551;Kirchheim
3001;Hofmannstr. 16;81379;München-Sendling
3002;Kistlerhofstr. 152;81379;München-Obersendling
3003;Fuggerstr. 11;87463;Dietmannsried
3004;Oskar-von-Miller-Platz 2;88074;Meckenbeuren
3005;Truderinger Str. 190;81825;München-Berg am Laim
3006;Balanstr. 188;81549;München-Ramersdorf
3007;Gruber Str. 59C;85586;Poing
3008;Albert-Maier-Str. 2;88045;Friedrichshafen
3009;Corinthstr. 3;81825;München-Trudering
3010;Nawiasky Str. 3;81735;München-Perlach
3011;Gautinger Str. 37;82319;Starnberg
3012;Nailastr. 21;81737;München-Neuperlach
3013;Oskar-Maria-Graf-Ring 17;81737;München-Neuperlach
3014;Wangener Str. 10;88069;Tettnang
3015;Ravensburger Str. 3;88045;Friedrichshafen
3016;Gewerbepark 3;85646;Anzing
3017;Haager Str. 51;84405;Dorfen
3018;Wolfratshauser Str. 110;82049;Pullach
3019;Am See 13;85540;Haar
3020;Spinnereistr. 5;88239;Wangen/ Allgäu
3021;Biberger Str. 64;82008;Unterhaching-Nord
3022;Grünwalder Weg 14;82008;Unterhaching-Süd
3023;Am Angele Hof 2;88316;Isny
3024;Münchnerstr. 85;85640;Putzbrunn
3025;Siemensstr. 2;85521;Ottobrunn
3026;Friedrichshafener Str. 41;88097;Eriskirch
3027;Landshuter Str. 5;84494;Neumarkt-St.Veit
3028;Lindauer Str. 106;87439;Kempten
3029;Bahnhofstr. 28;87616;Marktoberdorf
3030;Zusestr. 5;85649;Brunnthal-Neukirchstockach
3031;Hauptstr. 109;82327;Tutzing
3032;Säntisstr. 39;88079;Kressbronn
3033;Ludwigstr. 80;87437;Kempten-St.Mang
3034;Bahnhofstr. 6;86956;Schongau
3035;Am Mitterfeld 1;85614;Kirchseeon
3036;Ahornweg 1;87448;Waltenhofen-Lanzen
3037;Münchener Str. 66;86971;Peiting
3038;Töllernallee 2;82362;Weilheim
3039;Gerberstr. 1;83527;Haag
3040;Staufner Str. 15;88161;Lindenberg
3041;Schellenbruckplatz 43;84307;Eggenfelden
3042;Industriestr. 13;84539;Ampfing
3043;Margaritenstr. 2-8;82515;Wolfratshausen
3044;Altstadtpassage;85560;Ebersberg
3045;Ludwig-Bölkow-Str. 3;82054;Sauerlach
3046;Kemptener Str. 17;88131;Lindau-Reutin
3047;Felix-Gebhardt-Str. 2;84453;Mühldorf
3048;Teplitzer Str. 15;84478;Waldkraiburg
3049;Haidling 19;85567;Grafing
3050;Bahnhofstr. 29;86983;Lechbruck
3051;Arno-Jacoby-Str. 6;84347;Pfarrkirchen
3052;Jeschkenstr. 17;82538;Geretsried
3053;Liststr. 19;87509;Immenstadt
3054;Emil-Schwate-Str. 23;84364;Bad Birnbach
3055;Industriestr. 31;83607;Holzkirchen
3056;Bernd-Motzkus-Str. 2;83512;Wasserburg am Inn
3057;Braumeisterstr. 5;84524;Neuötting
3058;Rudolf-Diesel-Str. 5;87527;Sonthofen
3059;Maybachstr. 1;84503;Altötting
3060;Grube 51;82377;Penzberg
3061;Abt-Hafner-Str. 14;87629;Füssen
3062;Kemptener Str. 87B;87629;Füssen
3063;Altöttinger Str. 22;84518;Garching/ Alz
3064;Gewerbepark BWB 1;83052;Bruckmühl
3065;Demmeljochstr. 7;83646;Bad Tölz
3066;Zur Lok 6;82487;Oberammergau
3067;Ellmosener Str. 22;83043;Bad Aibling
3068;Münchner Str. 82;84359;Simbach am Inn
3069;Burgkirchener Str. 16;84489;Burghausen
3070;Wendelsteinstr. 5/7;83714;Miesbach
3071;Im Steinach 20;87561;Oberstdorf
3072;Hassler Str. 1a;83059;Kolbermoor
3073;Pichlmayrstr. 13;83024;Rosenheim-West
3074;Grubholzer Str. 3;83022;Rosenheim
3075;Grubholzer Str. 3;83026;Rosenheim-Süd
3076;Obere Tiefenbachstr. 9;83734;Hausham
3077;Chiemseestr. 37A;83022;Rosenheim-Ost
3078;Chiemseestr. 13;83093;Bad Endorf
3079;Schwaighofstr. 79;83684;Tegernsee
3080;Laufener Str. 22;84529;Tittmoning
3081;Rosenheimer Str. 22;83064;Raubling
3082;Hauptstr. 24;82467;Garmisch-Partenkirchen
3083;Traunring 4;83301;Traunreut
3084;Olympiastr. 25A;82467;Garmisch-Partenkirchen
3085;Franziska-Hager-Str. 2;83209;Prien
3086;Am Stausee 4;82494;Krün
3087;Goriweg 2;83339;Chieming-Egerer
3088;Martinweg 3;83329;Waging am See
3089;Hochstr. 18;83278;Traunstein
3090;Körtingstr. 8;83224;Grassau
3091;Zubringer-Autobahn 31;83088;Kiefersfelden
3092;Reichenhaller Str. 84;83395;Freilassing
3093;Triftplatz 6;83471;Schönau am Königssee
3094;Herrweg 55;99752;Bleicherode
3095;Hinter der Harwand 63;99974;Mühlhausen
3096;Reichsstr. 16;99734;Nordhausen-Mitte
3097;Hallesche Str. 49;99734;Nordhausen
3098;Am Stadtweg 6;99817;Eisenach-Stregda
3099;Clemdastr. 5;99817;Eisenach
3100;Erfurter Str. 33A;99706;Sondershausen
3101;Am Rittertor 1;99718;Greußen
3102;Bahnhofstr. 38;99894;Friedrichroda
3103;Damaschkestr. 33;99867;Gotha-Nord
3104;Schöne Allee 14;99867;Gotha
3105;Näherstiller Str. 41;98574;Schmalkalden
3106;Bahnhofstaße 34;99885;Ohrdruf
3107;Mainzer Str. 2;99610;Sömmerda
3108;Grenzweg 10;99091;Erfurt-Nord
3109;Leipziger Str. 82B;98617;Meiningen
3110;Eislebener Str. 4;99086;Erfurt
3111;Eugen-Richter-Str. 28;99085;Erfurt-Johannesvorstadt
3112;Kissinger Str. 36;97769;Bad Brückenau
3113;Scharnhorststr. 66;99099;Erfurt
3114;Talstr. 77A;98544;Zella-Mehlis
3115;Triniusstr. 27;99310;Arnstadt
3116;Ichtershäuser Str. 32A;99310;Arnstadt
3117;Lohstr. 2;97638;Mellrichstadt
3118;Mauerstr. 1;98527;Suhl
3119;Senfte 16;98527;Suhl
3120;Ratsteichstr. 1;98693;Ilmenau
3121;Roßplatz 1-3;99628;Buttstädt
3122;Schweinfurter Str. 27;97616;Bad Neustadt
3123;Rießnerstr. 20;99427;Weimar
3124;Erfurter Str. 49A;99425;Weimar
3125;Suhler Straße;98553;Schleusingen
3126;Blankenhainer Straße;99438;Bad Berka
3127;Jägerhausstr. 8;98553;Schleusingen
3128;Heurichstr. 27-29;98631;Römhild
3129;Hartmannstr. 32;97688;Bad Kissingen
3130;Würzburger Str. 56;97737;Gemünden
3131;Kissinger Str. 52;97762;Hammelburg
3132;Buttstädter Str. 3;99510;Apolda
3133;Am Friedhof 2;98646;Hildburghausen
3134;Rexrothstr. 2;97816;Lohr am Main
3135;Gemündener Str. 8-10;97753;Karlstadt
3136;Eisfelder Str. 29;98724;Neuhaus/ Rennweg
3137;An der Turngemeinde 2;97422;Schweinfurt-Steinberg
3138;Niederwerrner Str. 93;97421;Schweinfurt-Musikerviertel
3139;Am Eschenbach 4;97440;Werneck
3140;Schweinfurter Str. 131;97493;Bergrheinfeld
3141;Felix Wankel Str. 2;97526;Sennfeld
3142;Am Güßgraben 2;97225;Zellingen
3143;Georg-Mayr-Str. 28;97828;Marktheidenfeld
3144;Sandäcker 1;97453;Schonungen
3145;Industriestr. 20B;97469;Gochsheim
3146;Kanonenweg 15A;96450;Coburg
3147;Breslauer Str. 6;97877;Wertheim-Bestenheid
3148;Schafsteg 21;96472;Rödental
3149;Hofheimer Str. 48/50;97437;Haßfurt
3150;Halskestr. 5;96465;Neustadt/ Coburg
3151;Ketschendorfer Str. 122;96450;Coburg
